vdom,name,category,protocol,tcp-portrange,udp-portrange,protocol-number,visibility,icmptype,proxy
DTH1HKATS1,MMS,,,1755,1024-5000,,disable,,
DTH1HKATS1,KERBEROS,Authentication,,88 464,88 464,,,,
DTH1HKATS1,LDAP_UDP,Authentication,,,389,,,,
DTH1HKATS1,SMB,File Access,,445,,,,,
DTH1HKATS1,NONE,,,0,,,disable,,
DTH1HKATS1,webproxy,Web Proxy,ALL,0-65535:0-65535,,,,,enable
DTH1HKATS1,Port_to_BMC,,,2059 1828-1838 3181-3183,162,,,,
DTH1HKATS1,Port_from_BMC,,,1828-1838 3181 3281 3381 3481 3581 3681 3781 3881 3981,,,,,
DTH1HKATS1,Port_SEPM,,,22 80 137-139 443 445 2967 8014,,,,,
DTH1HKATS1,UDP/123,,,,123,,,,
DTH1HKATS1,TCP/22,,,22,,,,,
DTH1HKATS1,TCP/80,,,80,,,,,
DTH1HKATS1,PORT_PATCH_MGT,,,137-139 443 445 3121 3389,,,,,
DTH1HKATS1,PORT_AD_TCP,,,53 88 123 135 139 389 445 464 636 3268-3269 1024-3388 3390-65535,,,,,
DTH1HKATS1,PORT_AD_UDP,,,,53 88 123 135 138 389 445 464 1024-65535,,,,
DTH1HKATS1,PORT_HP_ILO,,,22 23 80 443 623 3002 3389 9300 17988 17990,,,,,
DTH1HKATS1,PORT_SCOM,,,80 443 5723,,,,,
DTH1HKATS1,PORT_TRENDMICRO,,,8080 11267,,,,,
DTH1HKATS1,TCP_10022,,,10022,,,,,
DTH1HKATS1,TCP_14002,,,14002,,,,,
DTH1HKATS1,TCP_22,,,22,,,,,
DTH1HKATS1,TCP_30001-30010,,,30001-30010,,,,,
DTH1HKATS1,TCP_55455,,,55455,,,,,
DTH1HKATS1,TCP_12024,,,12024,,,,,
DTH1HKATS1,TCP_12025,,,12025,,,,,
DTH1HKATS1,TCP_389,,,389,,,,,
DTH1HKATS1,UDP_51000-51009,,,,51000-51009,,,,
DTH1MC1,ALL,General,IP,,,,,,
DTH1MC1,ALL_TCP,General,,1-65535,,,,,
DTH1MC1,ALL_UDP,General,,,1-65535,,,,
DTH1MC1,ALL_ICMP,General,ICMP,,,,,,
DTH1MC1,ALL_ICMP6,General,ICMP6,,,,,,
DTH1MC1,GRE,Tunneling,IP,,,47,,,
DTH1MC1,AH,Tunneling,IP,,,51,,,
DTH1MC1,ESP,Tunneling,IP,,,50,,,
DTH1MC1,AOL,,,5190-5194,,,disable,,
DTH1MC1,BGP,Network Services,,179,,,,,
DTH1MC1,DHCP,Network Services,,,67-68,,,,
DTH1MC1,DNS,Network Services,,53,53,,,,
DTH1MC1,FINGER,,,79,,,disable,,
DTH1MC1,FTP,File Access,,21,,,,,
DTH1MC1,FTP_GET,File Access,,21,,,,,
DTH1MC1,FTP_PUT,File Access,,21,,,,,
DTH1MC1,GOPHER,,,70,,,disable,,
DTH1MC1,H323,"VoIP, Messaging & Other Applications",,1720 1503,1719,,,,
DTH1MC1,HTTP,Web Access,,80,,,,,
DTH1MC1,HTTPS,Web Access,,443,,,,,
DTH1MC1,IKE,Tunneling,,,500 4500,,,,
DTH1MC1,IMAP,Email,,143,,,,,
DTH1MC1,IMAPS,Email,,993,,,,,
DTH1MC1,Internet-Locator-Service,,,389,,,disable,,
DTH1MC1,IRC,"VoIP, Messaging & Other Applications",,6660-6669,,,,,
DTH1MC1,L2TP,Tunneling,,1701,1701,,,,
DTH1MC1,LDAP,Authentication,,389,,,,,
DTH1MC1,NetMeeting,,,1720,,,disable,,
DTH1MC1,NFS,File Access,,111 2049,111 2049,,,,
DTH1MC1,NNTP,,,119,,,disable,,
DTH1MC1,NTP,Network Services,,123,123,,,,
DTH1MC1,OSPF,Network Services,IP,,,89,,,
DTH1MC1,PC-Anywhere,Remote Access,,5631,5632,,,,
DTH1MC1,PING,Network Services,ICMP,,,,,8,
DTH1MC1,TIMESTAMP,,ICMP,,,,disable,13,
DTH1MC1,INFO_REQUEST,,ICMP,,,,disable,15,
DTH1MC1,INFO_ADDRESS,,ICMP,,,,disable,17,
DTH1MC1,ONC-RPC,Remote Access,,111,111,,,,
DTH1MC1,DCE-RPC,Remote Access,,135,135,,,,
DTH1MC1,POP3,Email,,110,,,,,
DTH1MC1,POP3S,Email,,995,,,,,
DTH1MC1,PPTP,Tunneling,,1723,,,,,
DTH1MC1,QUAKE,,,,26000 27000 27910 27960,,disable,,
DTH1MC1,RAUDIO,,,,7070,,disable,,
DTH1MC1,REXEC,,,512,,,disable,,
DTH1MC1,RIP,Network Services,,,520,,,,
DTH1MC1,RLOGIN,,,513:512-1023,,,disable,,
DTH1MC1,RSH,,,514:512-1023,,,disable,,
DTH1MC1,SCCP,"VoIP, Messaging & Other Applications",,2000,,,,,
DTH1MC1,SIP,"VoIP, Messaging & Other Applications",,5060,5060,,,,
DTH1MC1,SIP-MSNmessenger,"VoIP, Messaging & Other Applications",,1863,,,,,
DTH1MC1,SAMBA,File Access,,139,,,,,
DTH1MC1,SMTP,Email,,25,,,,,
DTH1MC1,SMTPS,Email,,465,,,,,
DTH1MC1,SNMP,Network Services,,161-162,161-162,,,,
DTH1MC1,SSH,Remote Access,,22,,,,,
DTH1MC1,SYSLOG,Network Services,,,514,,,,
DTH1MC1,TALK,,,,517-518,,disable,,
DTH1MC1,TELNET,Remote Access,,23,,,,,
DTH1MC1,TFTP,File Access,,,69,,,,
DTH1MC1,MGCP,,,,2427 2727,,disable,,
DTH1MC1,UUCP,,,540,,,disable,,
DTH1MC1,VDOLIVE,,,7000-7010,,,disable,,
DTH1MC1,WAIS,,,210,,,disable,,
DTH1MC1,WINFRAME,,,1494 2598,,,disable,,
DTH1MC1,X-WINDOWS,Remote Access,,6000-6063,,,,,
DTH1MC1,PING6,,ICMP6,,,,disable,128,
DTH1MC1,MS-SQL,"VoIP, Messaging & Other Applications",,1433 1434,,,,,
DTH1MC1,MYSQL,"VoIP, Messaging & Other Applications",,3306,,,,,
DTH1MC1,RDP,Remote Access,,3389,,,,,
DTH1MC1,VNC,Remote Access,,5900,,,,,
DTH1MC1,DHCP6,Network Services,,,546 547,,,,
DTH1MC1,SQUID,Tunneling,,3128,,,,,
DTH1MC1,SOCKS,Tunneling,,1080,1080,,,,
DTH1MC1,WINS,Remote Access,,1512,1512,,,,
DTH1MC1,RADIUS,Authentication,,,1812 1813,,,,
DTH1MC1,RADIUS-OLD,,,,1645 1646,,disable,,
DTH1MC1,CVSPSERVER,,,2401,2401,,disable,,
DTH1MC1,AFS3,File Access,,7000-7009,7000-7009,,,,
DTH1MC1,TRACEROUTE,Network Services,,,33434-33535,,,,
DTH1MC1,RTSP,"VoIP, Messaging & Other Applications",,554 7070 8554,554,,,,
DTH1MC1,MMS,,,1755,1024-5000,,disable,,
DTH1MC1,KERBEROS,Authentication,,88 464,88 464,,,,
DTH1MC1,LDAP_UDP,Authentication,,,389,,,,
DTH1MC1,SMB,File Access,,445,,,,,
DTH1MC1,NONE,,,0,,,disable,,
DTH1MC1,webproxy,Web Proxy,ALL,0-65535:0-65535,,,,,enable
DTH1TBP,ALL,General,IP,,,,,,
DTH1TBP,ALL_TCP,General,,1-65535,,,,,
DTH1TBP,ALL_UDP,General,,,1-65535,,,,
DTH1TBP,ALL_ICMP,General,ICMP,,,,,,
DTH1TBP,ALL_ICMP6,General,ICMP6,,,,,,
DTH1TBP,GRE,Tunneling,IP,,,47,,,
DTH1TBP,AH,Tunneling,IP,,,51,,,
DTH1TBP,ESP,Tunneling,IP,,,50,,,
DTH1TBP,AOL,,,5190-5194,,,disable,,
DTH1TBP,BGP,Network Services,,179,,,,,
DTH1TBP,DHCP,Network Services,,,67-68,,,,
DTH1TBP,DNS,Network Services,,53,53,,,,
DTH1TBP,FINGER,,,79,,,disable,,
DTH1TBP,FTP,File Access,,21,,,,,
DTH1TBP,FTP_GET,File Access,,21,,,,,
DTH1TBP,FTP_PUT,File Access,,21,,,,,
DTH1TBP,GOPHER,,,70,,,disable,,
DTH1TBP,H323,"VoIP, Messaging & Other Applications",,1720 1503,1719,,,,
DTH1TBP,HTTP,Web Access,,80,,,,,
DTH1TBP,HTTPS,Web Access,,443,,,,,
DTH1TBP,IKE,Tunneling,,,500 4500,,,,
DTH1TBP,IMAP,Email,,143,,,,,
DTH1TBP,IMAPS,Email,,993,,,,,
DTH1TBP,Internet-Locator-Service,,,389,,,disable,,
DTH1TBP,IRC,"VoIP, Messaging & Other Applications",,6660-6669,,,,,
DTH1TBP,L2TP,Tunneling,,1701,1701,,,,
DTH1TBP,LDAP,Authentication,,389,,,,,
DTH1TBP,NetMeeting,,,1720,,,disable,,
DTH1TBP,NFS,File Access,,111 2049,111 2049,,,,
DTH1TBP,NNTP,,,119,,,disable,,
DTH1TBP,NTP,Network Services,,123,123,,,,
DTH1TBP,OSPF,Network Services,IP,,,89,,,
DTH1TBP,PC-Anywhere,Remote Access,,5631,5632,,,,
DTH1TBP,PING,Network Services,ICMP,,,,,8,
DTH1TBP,TIMESTAMP,,ICMP,,,,disable,13,
DTH1TBP,INFO_REQUEST,,ICMP,,,,disable,15,
DTH1TBP,INFO_ADDRESS,,ICMP,,,,disable,17,
DTH1TBP,ONC-RPC,Remote Access,,111,111,,,,
DTH1TBP,DCE-RPC,Remote Access,,135,135,,,,
DTH1TBP,POP3,Email,,110,,,,,
DTH1TBP,POP3S,Email,,995,,,,,
DTH1TBP,PPTP,Tunneling,,1723,,,,,
DTH1TBP,QUAKE,,,,26000 27000 27910 27960,,disable,,
DTH1TBP,RAUDIO,,,,7070,,disable,,
DTH1TBP,REXEC,,,512,,,disable,,
DTH1TBP,RIP,Network Services,,,520,,,,
DTH1TBP,RLOGIN,,,513:512-1023,,,disable,,
DTH1TBP,RSH,,,514:512-1023,,,disable,,
DTH1TBP,SCCP,"VoIP, Messaging & Other Applications",,2000,,,,,
DTH1TBP,SIP,"VoIP, Messaging & Other Applications",,5060,5060,,,,
DTH1TBP,SIP-MSNmessenger,"VoIP, Messaging & Other Applications",,1863,,,,,
DTH1TBP,SAMBA,File Access,,139,,,,,
DTH1TBP,SMTP,Email,,25,,,,,
DTH1TBP,SMTPS,Email,,465,,,,,
DTH1TBP,SNMP,Network Services,,161-162,161-162,,,,
DTH1TBP,SSH,Remote Access,,22,,,,,
DTH1TBP,SYSLOG,Network Services,,,514,,,,
DTH1TBP,TALK,,,,517-518,,disable,,
DTH1TBP,TELNET,Remote Access,,23,,,,,
DTH1TBP,TFTP,File Access,,,69,,,,
DTH1TBP,MGCP,,,,2427 2727,,disable,,
DTH1TBP,UUCP,,,540,,,disable,,
DTH1TBP,VDOLIVE,,,7000-7010,,,disable,,
DTH1TBP,WAIS,,,210,,,disable,,
DTH1TBP,WINFRAME,,,1494 2598,,,disable,,
DTH1TBP,X-WINDOWS,Remote Access,,6000-6063,,,,,
DTH1TBP,PING6,,ICMP6,,,,disable,128,
DTH1TBP,MS-SQL,"VoIP, Messaging & Other Applications",,1433 1434,,,,,
DTH1TBP,MYSQL,"VoIP, Messaging & Other Applications",,3306,,,,,
DTH1TBP,RDP,Remote Access,,3389,,,,,
DTH1TBP,VNC,Remote Access,,5900,,,,,
DTH1TBP,DHCP6,Network Services,,,546 547,,,,
DTH1TBP,SQUID,Tunneling,,3128,,,,,
DTH1TBP,SOCKS,Tunneling,,1080,1080,,,,
DTH1TBP,WINS,Remote Access,,1512,1512,,,,
DTH1TBP,RADIUS,Authentication,,,1812 1813,,,,
DTH1TBP,RADIUS-OLD,,,,1645 1646,,disable,,
DTH1TBP,CVSPSERVER,,,2401,2401,,disable,,
DTH1TBP,AFS3,File Access,,7000-7009,7000-7009,,,,
DTH1TBP,TRACEROUTE,Network Services,,,33434-33535,,,,
DTH1TBP,RTSP,"VoIP, Messaging & Other Applications",,554 7070 8554,554,,,,
DTH1TBP,MMS,,,1755,1024-5000,,disable,,
DTH1TBP,KERBEROS,Authentication,,88 464,88 464,,,,
DTH1TBP,LDAP_UDP,Authentication,,,389,,,,
DTH1TBP,SMB,File Access,,445,,,,,
DTH1TBP,NONE,,,0,,,disable,,
DTH1TBP,webproxy,Web Proxy,ALL,0-65535:0-65535,,,,,enable
DTH1TBP,Port_to_BMC,,,2059 1828-1838 3181-3183,162,,,,
DTH1TBP,Port_from_BMC,,,1828-1838 3181 3281 3381 3481 3581 3681 3781 3881 3981,,,,,
DTH1TBP,Port_SEPM,,,22 80 137-139 443 445 2967 8014,,,,,
DTH1TBP,UDP/123,,,,123,,,,
DTH1TBP,TCP/22,,,22,,,,,
DTH1TBP,TCP/80,,,80,,,,,
DTH1TBP,PORT_PATCH_MGT,,,137-139 443 445 3121 3389,,,,,
DTH1TBP,PORT_AD_TCP,,,53 88 123 135 139 389 445 464 636 3268-3269 1024-3388 3390-65535,,,,,
DTH1TBP,PORT_AD_UDP,,,,53 88 123 135 138 389 445 464 1024-65535,,,,
DTH1TBP,PORT_HP_ILO,,,22 23 80 443 623 3002 3389 9300 17988 17990,,,,,
DTH1TBP,PORT_SCOM,,,80 443 5723,,,,,
DTH1TBP,PORT_TRENDMICRO,,,8080 11267,,,,,
DTH1TBP,TCP/12024-12025,,,12024-12025,,,,,
DTH1TBP,TCP/389,,,389,,,,,
DTH1TBP,PORT_DollarU,,,4184 10600-10601 10605-10606 10611-10612 10615 10620-10621,,,,,
DTH1TBP,TCP/8080,,,8080,,,,,
DTH1TBP,TCP/443,,,443,,,,,
DTH1TBP,TCP/9901,,,9901,,,,,
DTH1TBP,TCP/8801,,,8801,,,,,
DTH1TBP,TCP/12024-12027,,,12024-12027,,,,,
DTH1TBP,TCP/8443,,,8443,,,,,
DTH1TBP,TCP/8082-8083,,,8082-8083,,,,,
DTH1TBP,TCP/8090-8093,,,8090-8093,,,,,
DTH1TBP,TCP/34001-34004,,,34001-34004,,,,,
DTH1TBP,TCP/10022,,,10022,,,,,
DTH1TBP,TCP/14030,,,14030,,,,,
DTH1TBP,TCP/3010,,,3010,,,,,
DTH1TBP,TCP/8081,,,8081,,,,,
DTH1TBP,TCP/8444,,,8444,,,,,
DTH1TBP,TCP/18082-18083,,,18082-18083,,,,,
DTH1TBP,TCP/32001-32004,,,32001-32004,,,,,
DTH1TBP,TCP/33001-33004,,,33001-33004,,,,,
DTH1TBP,TCP/3389,,,3389,,,,,
DTH1TBP,TCP/29109-29110,,,29109-29110,,,,,
DTH1TBP,TCP/1688,,,1688,,,,,
DTH1TBP,PORT_SCCM,,,80 135 389 443 445 636 2701 3268-3269 10123,135 636,,,,
DTH1TBP,TCP/61001-61002,,,61001-61002,,,,,
DTH1TBP,TCP/62001-62004,,,62001-62004,,,,,
DTH1TBP,TCP/6800,,,6800,,,,,
DTH1TBP,TCP/1435,,,1435,,,,,
DTH1TBP,TCP/139,,,139,,,,,
DTH1TBP,TCP/445,,,445,,,,,
DTH1TBP,TCP/1433-1434,,,1433-1434,,,,,
DTH1TBP,TCP/1433-1435,,,1433-1435,,,,,
DTH1TBP,TCP/8025,,,8025,,,,,
DTH1TBP,TCP/8026,,,8026,,,,,
DTH1TBP,TCP/8028,,,8028,,,,,
DTH1TBP,TCP/8032,,,8032,,,,,
DTH1TBP,TCP/8099,,,8099,,,,,
DTH1TBP,TCP/21,,,21,,,,,
DTH1TBP,TCP_10022,,,10022,,,,,
DTH1TBP,TCP_14002,,,14002,,,,,
DTH1TBP,TCP_22,,,22,,,,,
DTH1TBP,TCP_30001-30010,,,30001-30010,,,,,
DTH1TBP,TCP_55455,,,55455,,,,,
DTH1TBP,TCP_12024,,,12024,,,,,
DTH1TBP,TCP_12025,,,12025,,,,,
DTH1TBP,TCP_389,,,389,,,,,
DTH1TBP,UDP_51000-51009,,,,51000-51009,,,,
DTH1TBP,TCP_2059,,,2059,,,,,
DTH1TBP,TCP_1828-1838,,,1828-1838,,,,,
DTH1TBP,TCP_3181-3183,,,3181-3183,,,,,
DTH1TBP,UDP_162,,,,162,,,,
DTH1TBP,TCP_21,,,21,,,,,
DTH1MC2,ALL,General,IP,,,,,,
DTH1MC2,ALL_TCP,General,,1-65535,,,,,
DTH1MC2,ALL_UDP,General,,,1-65535,,,,
DTH1MC2,ALL_ICMP,General,ICMP,,,,,,
DTH1MC2,ALL_ICMP6,General,ICMP6,,,,,,
DTH1MC2,GRE,Tunneling,IP,,,47,,,
DTH1MC2,AH,Tunneling,IP,,,51,,,
DTH1MC2,ESP,Tunneling,IP,,,50,,,
DTH1MC2,AOL,,,5190-5194,,,disable,,
DTH1MC2,BGP,Network Services,,179,,,,,
DTH1MC2,DHCP,Network Services,,,67-68,,,,
DTH1MC2,DNS,Network Services,,53,53,,,,
DTH1MC2,FINGER,,,79,,,disable,,
DTH1MC2,FTP,File Access,,21,,,,,
DTH1MC2,FTP_GET,File Access,,21,,,,,
DTH1MC2,FTP_PUT,File Access,,21,,,,,
DTH1MC2,GOPHER,,,70,,,disable,,
DTH1MC2,H323,"VoIP, Messaging & Other Applications",,1720 1503,1719,,,,
DTH1MC2,HTTP,Web Access,,80,,,,,
DTH1MC2,HTTPS,Web Access,,443,,,,,
DTH1MC2,IKE,Tunneling,,,500 4500,,,,
DTH1MC2,IMAP,Email,,143,,,,,
DTH1MC2,IMAPS,Email,,993,,,,,
DTH1MC2,Internet-Locator-Service,,,389,,,disable,,
DTH1MC2,IRC,"VoIP, Messaging & Other Applications",,6660-6669,,,,,
DTH1MC2,L2TP,Tunneling,,1701,1701,,,,
DTH1MC2,LDAP,Authentication,,389,,,,,
DTH1MC2,NetMeeting,,,1720,,,disable,,
DTH1MC2,NFS,File Access,,111 2049,111 2049,,,,
DTH1MC2,NNTP,,,119,,,disable,,
DTH1MC2,NTP,Network Services,,123,123,,,,
DTH1MC2,OSPF,Network Services,IP,,,89,,,
DTH1MC2,PC-Anywhere,Remote Access,,5631,5632,,,,
DTH1MC2,PING,Network Services,ICMP,,,,,8,
DTH1MC2,TIMESTAMP,,ICMP,,,,disable,13,
DTH1MC2,INFO_REQUEST,,ICMP,,,,disable,15,
DTH1MC2,INFO_ADDRESS,,ICMP,,,,disable,17,
DTH1MC2,ONC-RPC,Remote Access,,111,111,,,,
DTH1MC2,DCE-RPC,Remote Access,,135,135,,,,
DTH1MC2,POP3,Email,,110,,,,,
DTH1MC2,POP3S,Email,,995,,,,,
DTH1MC2,PPTP,Tunneling,,1723,,,,,
DTH1MC2,QUAKE,,,,26000 27000 27910 27960,,disable,,
DTH1MC2,RAUDIO,,,,7070,,disable,,
DTH1MC2,REXEC,,,512,,,disable,,
DTH1MC2,RIP,Network Services,,,520,,,,
DTH1MC2,RLOGIN,,,513:512-1023,,,disable,,
DTH1MC2,RSH,,,514:512-1023,,,disable,,
DTH1MC2,SCCP,"VoIP, Messaging & Other Applications",,2000,,,,,
DTH1MC2,SIP,"VoIP, Messaging & Other Applications",,5060,5060,,,,
DTH1MC2,SIP-MSNmessenger,"VoIP, Messaging & Other Applications",,1863,,,,,
DTH1MC2,SAMBA,File Access,,139,,,,,
DTH1MC2,SMTP,Email,,25,,,,,
DTH1MC2,SMTPS,Email,,465,,,,,
DTH1MC2,SNMP,Network Services,,161-162,161-162,,,,
DTH1MC2,SSH,Remote Access,,22,,,,,
DTH1MC2,SYSLOG,Network Services,,,514,,,,
DTH1MC2,TALK,,,,517-518,,disable,,
DTH1MC2,TELNET,Remote Access,,23,,,,,
DTH1MC2,TFTP,File Access,,,69,,,,
DTH1MC2,MGCP,,,,2427 2727,,disable,,
DTH1MC2,UUCP,,,540,,,disable,,
DTH1MC2,VDOLIVE,,,7000-7010,,,disable,,
DTH1MC2,WAIS,,,210,,,disable,,
DTH1MC2,WINFRAME,,,1494 2598,,,disable,,
DTH1MC2,X-WINDOWS,Remote Access,,6000-6063,,,,,
DTH1MC2,PING6,,ICMP6,,,,disable,128,
DTH1MC2,MS-SQL,"VoIP, Messaging & Other Applications",,1433 1434,,,,,
DTH1MC2,MYSQL,"VoIP, Messaging & Other Applications",,3306,,,,,
DTH1MC2,RDP,Remote Access,,3389,,,,,
DTH1MC2,VNC,Remote Access,,5900,,,,,
DTH1MC2,DHCP6,Network Services,,,546 547,,,,
DTH1MC2,SQUID,Tunneling,,3128,,,,,
DTH1MC2,SOCKS,Tunneling,,1080,1080,,,,
DTH1MC2,WINS,Remote Access,,1512,1512,,,,
DTH1MC2,RADIUS,Authentication,,,1812 1813,,,,
DTH1MC2,RADIUS-OLD,,,,1645 1646,,disable,,
DTH1MC2,CVSPSERVER,,,2401,2401,,disable,,
DTH1MC2,AFS3,File Access,,7000-7009,7000-7009,,,,
DTH1MC2,TRACEROUTE,Network Services,,,33434-33535,,,,
DTH1MC2,RTSP,"VoIP, Messaging & Other Applications",,554 7070 8554,554,,,,
DTH1MC2,MMS,,,1755,1024-5000,,disable,,
DTH1MC2,KERBEROS,Authentication,,88 464,88 464,,,,
DTH1MC2,LDAP_UDP,Authentication,,,389,,,,
DTH1MC2,SMB,File Access,,445,,,,,
DTH1MC2,NONE,,,0,,,disable,,
DTH1MC2,webproxy,Web Proxy,ALL,0-65535:0-65535,,,,,enable
DTH1HKATS2,ALL,General,IP,,,,,,
DTH1HKATS2,ALL_TCP,General,,1-65535,,,,,
DTH1HKATS2,ALL_UDP,General,,,1-65535,,,,
DTH1HKATS2,ALL_ICMP,General,ICMP,,,,,,
DTH1HKATS2,ALL_ICMP6,General,ICMP6,,,,,,
DTH1HKATS2,GRE,Tunneling,IP,,,47,,,
DTH1HKATS2,AH,Tunneling,IP,,,51,,,
DTH1HKATS2,ESP,Tunneling,IP,,,50,,,
DTH1HKATS2,AOL,,,5190-5194,,,disable,,
DTH1HKATS2,BGP,Network Services,,179,,,,,
DTH1HKATS2,DHCP,Network Services,,,67-68,,,,
DTH1HKATS2,DNS,Network Services,,53,53,,,,
DTH1HKATS2,FINGER,,,79,,,disable,,
DTH1HKATS2,FTP,File Access,,21,,,,,
DTH1HKATS2,FTP_GET,File Access,,21,,,,,
DTH1HKATS2,FTP_PUT,File Access,,21,,,,,
DTH1HKATS2,GOPHER,,,70,,,disable,,
DTH1HKATS2,H323,"VoIP, Messaging & Other Applications",,1720 1503,1719,,,,
DTH1HKATS2,HTTP,Web Access,,80,,,,,
DTH1HKATS2,HTTPS,Web Access,,443,,,,,
DTH1HKATS2,IKE,Tunneling,,,500 4500,,,,
DTH1HKATS2,IMAP,Email,,143,,,,,
DTH1HKATS2,IMAPS,Email,,993,,,,,
DTH1HKATS2,Internet-Locator-Service,,,389,,,disable,,
DTH1HKATS2,IRC,"VoIP, Messaging & Other Applications",,6660-6669,,,,,
DTH1HKATS2,L2TP,Tunneling,,1701,1701,,,,
DTH1HKATS2,LDAP,Authentication,,389,,,,,
DTH1HKATS2,NetMeeting,,,1720,,,disable,,
DTH1HKATS2,NFS,File Access,,111 2049,111 2049,,,,
DTH1HKATS2,NNTP,,,119,,,disable,,
DTH1HKATS2,NTP,Network Services,,123,123,,,,
DTH1HKATS2,OSPF,Network Services,IP,,,89,,,
DTH1HKATS2,PC-Anywhere,Remote Access,,5631,5632,,,,
DTH1HKATS2,PING,Network Services,ICMP,,,,,8,
DTH1HKATS2,TIMESTAMP,,ICMP,,,,disable,13,
DTH1HKATS2,INFO_REQUEST,,ICMP,,,,disable,15,
DTH1HKATS2,INFO_ADDRESS,,ICMP,,,,disable,17,
DTH1HKATS2,ONC-RPC,Remote Access,,111,111,,,,
DTH1HKATS2,DCE-RPC,Remote Access,,135,135,,,,
DTH1HKATS2,POP3,Email,,110,,,,,
DTH1HKATS2,POP3S,Email,,995,,,,,
DTH1HKATS2,PPTP,Tunneling,,1723,,,,,
DTH1HKATS2,QUAKE,,,,26000 27000 27910 27960,,disable,,
DTH1HKATS2,RAUDIO,,,,7070,,disable,,
DTH1HKATS2,REXEC,,,512,,,disable,,
DTH1HKATS2,RIP,Network Services,,,520,,,,
DTH1HKATS2,RLOGIN,,,513:512-1023,,,disable,,
DTH1HKATS2,RSH,,,514:512-1023,,,disable,,
DTH1HKATS2,SCCP,"VoIP, Messaging & Other Applications",,2000,,,,,
DTH1HKATS2,SIP,"VoIP, Messaging & Other Applications",,5060,5060,,,,
DTH1HKATS2,SIP-MSNmessenger,"VoIP, Messaging & Other Applications",,1863,,,,,
DTH1HKATS2,SAMBA,File Access,,139,,,,,
DTH1HKATS2,SMTP,Email,,25,,,,,
DTH1HKATS2,SMTPS,Email,,465,,,,,
DTH1HKATS2,SNMP,Network Services,,161-162,161-162,,,,
DTH1HKATS2,SSH,Remote Access,,22,,,,,
DTH1HKATS2,SYSLOG,Network Services,,,514,,,,
DTH1HKATS2,TALK,,,,517-518,,disable,,
DTH1HKATS2,TELNET,Remote Access,,23,,,,,
DTH1HKATS2,TFTP,File Access,,,69,,,,
DTH1HKATS2,MGCP,,,,2427 2727,,disable,,
DTH1HKATS2,UUCP,,,540,,,disable,,
DTH1HKATS2,VDOLIVE,,,7000-7010,,,disable,,
DTH1HKATS2,WAIS,,,210,,,disable,,
DTH1HKATS2,WINFRAME,,,1494 2598,,,disable,,
DTH1HKATS2,X-WINDOWS,Remote Access,,6000-6063,,,,,
DTH1HKATS2,PING6,,ICMP6,,,,disable,128,
DTH1HKATS2,MS-SQL,"VoIP, Messaging & Other Applications",,1433 1434,,,,,
DTH1HKATS2,MYSQL,"VoIP, Messaging & Other Applications",,3306,,,,,
DTH1HKATS2,RDP,Remote Access,,3389,,,,,
DTH1HKATS2,VNC,Remote Access,,5900,,,,,
DTH1HKATS2,DHCP6,Network Services,,,546 547,,,,
DTH1HKATS2,SQUID,Tunneling,,3128,,,,,
DTH1HKATS2,SOCKS,Tunneling,,1080,1080,,,,
DTH1HKATS2,WINS,Remote Access,,1512,1512,,,,
DTH1HKATS2,RADIUS,Authentication,,,1812 1813,,,,
DTH1HKATS2,RADIUS-OLD,,,,1645 1646,,disable,,
DTH1HKATS2,CVSPSERVER,,,2401,2401,,disable,,
DTH1HKATS2,AFS3,File Access,,7000-7009,7000-7009,,,,
DTH1HKATS2,TRACEROUTE,Network Services,,,33434-33535,,,,
DTH1HKATS2,RTSP,"VoIP, Messaging & Other Applications",,554 7070 8554,554,,,,
DTH1HKATS2,MMS,,,1755,1024-5000,,disable,,
DTH1HKATS2,KERBEROS,Authentication,,88 464,88 464,,,,
DTH1HKATS2,LDAP_UDP,Authentication,,,389,,,,
DTH1HKATS2,SMB,File Access,,445,,,,,
DTH1HKATS2,NONE,,,0,,,disable,,
DTH1HKATS2,webproxy,Web Proxy,ALL,0-65535:0-65535,,,,,enable
